cluster_id,state,state_id,wealth_index,nightlights,population,urban_areas
20001,andhra pradesh,1,0.34299499999999994,0.1815204349875358,4.607302709862038,False
20002,andhra pradesh,1,0.08595199999999999,0.47591651028832754,5.556094140182306,False
20003,andhra pradesh,1,-0.20064619047619045,0.10286380169786696,2.221973275696789,False
20004,andhra pradesh,1,-0.9929027272727274,0.0366610788659733,3.4688944051295145,False
20005,andhra pradesh,1,0.3148163636363637,0.819335177759237,6.532751407152343,False
20007,andhra pradesh,1,-0.2322633333333332,0.38365503412708757,4.274088608629908,False
20008,andhra pradesh,1,-0.01091666666666668,0.7049632563635156,6.125752666850149,False
20009,andhra pradesh,1,0.8743625,2.3336445276553817,7.313235869774453,True
20016,andhra pradesh,1,-0.038908571428571424,0.4606888151934577,5.555874020965012,False
20018,andhra pradesh,1,0.8911095,1.288677467749669,7.2190500406118545,False
20021,andhra pradesh,1,0.899716,0.034932273440063,2.7890730821169343,False
20023,andhra pradesh,1,-0.1781604761904761,0.15968814310129092,4.328235180289657,False
20024,andhra pradesh,1,0.029468095238095234,0.21152741197111471,4.316857845694931,False
20028,andhra pradesh,1,0.5216495454545451,0.8826590042847854,6.220953702926637,False
20030,andhra pradesh,1,0.7187440909090907,1.7972002763014572,7.6679846323453456,True
20031,andhra pradesh,1,-0.002365499999999989,0.24034507107564518,4.582543954437162,False
20033,andhra pradesh,1,0.19970727272727276,0.36363462661249263,5.77814017990489,False
20035,andhra pradesh,1,-0.4947113636363639,0.2529324707129602,3.416138831480049,False
20037,andhra pradesh,1,-0.07801449999999996,0.6013534022250822,5.868727601604699,False
20038,andhra pradesh,1,-0.14102952380952385,0.5200023093709238,6.329281471393726,False
20040,andhra pradesh,1,-0.15608285714285713,0.025165945680648154,1.9449011050660499,False
20041,andhra pradesh,1,-0.061304285714285686,0.1680887467831511,3.644091762142416,False
20042,andhra pradesh,1,-0.02557739130434781,0.17449586204667059,3.5092187604786433,False
20044,andhra pradesh,1,-0.2706435000000001,0.13410994831693965,3.315465751622746,False
20048,andhra pradesh,1,0.5546966666666665,0.10694706724973879,3.139598797132939,False
20049,andhra pradesh,1,0.17031000000000007,0.6480434926656577,6.050489975855902,False
20050,andhra pradesh,1,0.8851780000000004,1.5815831331106334,8.25922599205604,True
20056,andhra pradesh,1,0.09903380952380954,0.5036934722260927,5.127912418341931,False
20058,andhra pradesh,1,0.7750294999999997,0.6538846133575761,6.2509451677769805,False
20060,andhra pradesh,1,-0.41226952380952375,0.275507055971783,2.7018608962312154,False
20061,andhra pradesh,1,0.9821264999999999,2.7510292163262,8.75543451309204,True
20063,andhra pradesh,1,0.0331104761904762,0.3447238038880406,5.727998748237704,False
20068,andhra pradesh,1,1.2035285000000002,2.8983280108525205,9.028326768141527,True
20071,andhra pradesh,1,0.12031450000000002,0.8179059166174668,5.963093684269831,False
20073,andhra pradesh,1,1.5009199999999998,3.081742781859178,9.161166667938234,True
20074,andhra pradesh,1,0.8592045000000004,1.599798972790058,7.273153158334587,False
20075,andhra pradesh,1,0.003664999999999983,0.05340782336461866,4.392094638612536,False
20076,andhra pradesh,1,1.047315238095238,2.0386269505207357,8.505749115577112,True
20078,andhra pradesh,1,0.04578619047619046,0.36135959498768233,5.61265010303921,False
